Battery ID,Battery Formula,Working Ion,Formula Charge,Formula Discharge,Max Delta Volume,Average Voltage,Gravimetric Capacity,Volumetric Capacity,Gravimetric Energy,Volumetric Energy,Atomic Fraction Charge,Atomic Fraction Discharge,Stability Charge,Stability Discharge,Steps,Max Voltage Step
mp-8642_Rb,Rb0-3Re,Rb,Re,Rb3Re,12.281087516272239,-2.055517829166667,181.65963437843232,665.0471715020434,-373.4046173047656,-1367.0163182593124,0.0,0.75,0.06275675500000055,1.557327560625,1,0.0
mp-8632_Rb,Rb0-3V,Rb,V,Rb3V,15.510963477548838,-1.1510189625000002,261.6098182728644,580.6811464262353,-301.117861608246,-668.375010702836,0.0,0.75,0.24714039999999926,0.925049321875,1,0.0
mp-8641_Rb,Rb0-3W,Rb,W,Rb3W,12.363627082861738,-1.9016929624999999,182.63634034284598,604.6013861541393,-347.318243126745,-1149.7662011670716,0.0,0.75,0.47142408000000025,1.5441257418749998,1,0.0
mp-102_Na,Na0-3Co,Na,Co,Na3Co,8.02501257791034,-0.8766265767816095,628.6385461641345,1355.5764220909682,-551.081256756833,-1188.3343184634675,0.0,0.75,0.016113994999999548,0.6614984313362067,1,0.0
mp-23_Na,Na0-3Ni,Na,Ni,Na3Ni,7.973517144848824,-0.5556718767816091,629.8193481597051,1381.22927720939,-349.972899225273,-767.5102647326471,0.0,0.75,0.0,0.41675390758620656,1,0.0
mp-568345_Na,Na0-3Fe,Na,Fe,Na3Fe,7.196324164616001,-0.6615577934482759,644.1925194919359,1214.9419279921021,-426.17058175097054,-803.7543010502492,0.0,0.75,0.7613994000000002,0.6865181950862067,1,0.0
mp-8642_Na,Na0-3Re,Na,Re,Na3Re,5.85928476054404,-1.7147723767816092,315.0936860741267,1287.6779424546596,-540.3139489782085,-2208.074565912229,0.0,0.75,0.06275675500000055,1.3017684713362065,1,0.0
mp-567597_Y,Y0-3Bi,Y,Bi,Y3Bi,2.325124616631372,0.1547191400000001,507.07246122938943,3420.2398906429617,78.45381511909451,529.1765744739733,0.0,0.75,0.049545179999999966,0.14871893506944556,1,0.0
mp-133_Y,Y0-1Sb,Y,Sb,YSb,0.8418841174187666,0.6194967038888887,381.66814144813543,2424.0229693195934,236.44215560651804,1501.6742396444447,0.0,0.5,0.05048234499999982,0.3511329000000005,1,0.0
mp-215_Y,Y0-1Sb,Y,Sb,YSb,1.1831377855775003,0.9462090022222224,381.66814144813543,2224.602000814126,361.13783129965026,2104.9384395318934,0.0,0.5,0.3283534399999999,0.0,1,0.0
mp-80_Y,Y0-0.5Sb,Y,Sb,YSb2,0.5732763778511965,0.5347305988888887,241.87181422892255,1548.102279157515,129.3362600769738,827.8176588751517,0.0,0.3333333333333333,0.29033282000000016,0.49558246999999955,1,0.0
mp-623511_Y,Y0-3Sn,Y,Sn,Y3Sn,3.08131728918542,0.11054851666666643,625.8331307875502,3520.242486015025,69.18492428941953,389.15758513593926,0.0,0.75,0.05425683499999989,0.27820029861111184,1,0.0
mp-1019_Y,Y0.47-0.5Ni,Y,Y15Ni32,YNi2,0.007802395057717737,0.06670785888887358,24.359945517960675,180.7431153320698,1.6249998081527692,12.056986232707116,0.3191489361702128,0.3333333333333333,0.0,0.005393703529412264,1,0.0
mp-998866_Y,Y0-1C,Y,C,YC,4.371499220196904,0.5370785855555557,796.7418965084684,4436.706814913883,427.9130108296191,2382.8602206786427,0.0,0.5,2.7547879900000005,0.8885115224999991,1,0.0
mp-514_Zn,Zn2-22Hf,Zn,HfZn2,HfZn22,6.101125776884119,0.01227898950000006,662.7927043752754,5038.9273255936305,8.13842465770065,61.87293572222757,0.6666666666666666,0.9565217391304348,0.003962201250000241,0.003959331956522316,1,0.0
mp-11503_Zn,Zn1-3Mn,Zn,MnZn,MnZn3,1.074876842328158,0.062307727500000465,426.83457238826986,3180.3340960522046,26.595092223947542,198.15939021578106,0.5,0.75,0.08320094235632158,0.0,1,0.0
mp-8637_Zn,Zn0-7Mo,Zn,Mo,Zn7Mo,6.4029600537020706,0.04387042714285721,677.5346757512949,5213.294841532932,29.723735629306567,228.7094715197038,0.0,0.875,0.41146009999999933,0.012573652499999977,2,0.10985920999999932
mp-23_Zn,Zn0-1Ni,Zn,Ni,ZnNi,2.546156340848825,-0.8277969099999999,431.9252672851434,2330.1256174619766,-357.54640160956575,-1928.870786046866,0.0,0.5,0.0,1.082767445,1,0.0
mp-10631_Zn,Zn0-3Sb,Zn,Sb,Zn3Sb,1.7207007844284297,-0.023960846666666535,505.70899713567957,3482.6589587627814,-12.117215738321724,-83.44745730320754,0.0,0.75,0.30193994,0.17342445406249984,1,0.0
mp-21289_Zn,Zn1-3Ti,Zn,TiZn,TiZn3,0.9421570520199409,0.10368209500000004,439.199343619489,2941.60807101417,45.53710806909352,304.99208747165807,0.5,0.75,0.0,0.0,1,0.0
mp-971857_Zn,Zn0-3C,Zn,C,Zn3C,8.092741784405057,-0.23408037000000012,772.2371447253948,5241.932029220502,-180.76555656506406,-1227.0333889147867,0.0,0.75,2.7547879900000005,1.0398175525000002,1,0.0
mp-102_Mg,Mg0-3Co,Mg,Co,Mg3Co,5.315337783916471,-0.10619841499999993,1219.6517887270538,3874.406936980237,-129.5250868147279,-411.4558757723058,0.0,0.75,0.016113994999999548,0.17575618187500197,1,0.0
mp-89_Mg,Mg0-3Cr,Mg,Cr,Mg3Cr,6.513029401498015,-0.1705880816666666,1287.3866843874032,3011.6399317020555,-219.6128248528575,-513.7498786197845,0.0,0.75,0.3359241200000014,0.35446048444630973,1,0.0
mp-1016326_Mg,Mg7-149Cr,Mg,Mg7Cr,Mg149Cr,18.748674442062665,0.014074193239436704,2072.0682428481964,3681.504763997967,29.162688855145575,51.814209460414205,0.875,0.9933333333333333,0.15416367060402747,0.0,1,0.0
mp-1016285_Mg,Mg5-7Cu,Mg,Mg5Cu,Mg7Cu,0.3962712935687598,-0.024787077499999977,458.7703946039925,1068.3571058865627,-11.371577325754734,-26.481450381285914,0.8333333333333334,0.875,0.07885134166666674,0.07153204499999988,1,0.0
mp-865014_Mg,Mg2-3Cu,Mg,Mg2Cu,Mg3Cu,0.384554024175791,-0.23416083750000005,392.8079252733586,1180.0020668474613,-91.98023275864709,-276.31027222473256,0.6666666666666666,0.75,0.015815744999999826,0.12894222750000006,1,0.0
mp-1094958_Mg,Mg1-3Hf,Mg,HfMg,HfMg3,1.0544740007093947,-0.035729562500000145,426.42717758777894,2042.9803363937747,-15.23605649332121,-72.99479361545269,0.5,0.75,0.2265613122818788,0.15881278592281856,1,0.0
mp-8640_Mg,Mg0-3Hf,Mg,Hf,HfMg3,2.8800928914984496,-0.12011991833333358,639.6407663816684,3058.5496242445024,-76.83359662043691,-367.3927310826977,0.0,0.75,0.07240820999999897,0.2129857809228186,1,0.0
mp-8634_Mg,Mg0-3Mn,Mg,Mn,Mg3Mn,6.28763820673542,-0.10158246000000026,1257.7634492176808,3390.721620182102,-127.76670526961742,-344.43784335328445,0.0,0.75,0.08309805206896392,0.18208445205045143,1,0.0
mp-1016256_Mg,Mg7-149Hf,Mg,HfMg7,HfMg149,18.0704206000346,0.013161380492957786,2003.092327969648,3679.267644720992,26.363460290933126,48.4242414076016,0.875,0.9933333333333333,0.11923786899328803,0.0,1,0.0
mp-8636_Mg,Mg0-7Nb,Mg,Nb,Mg7Nb,7.944308414861974,-0.04150243142857146,1426.4703752508235,3678.8499253273935,-59.201988933735905,-152.6812167619054,0.0,0.875,0.32016415999999914,0.12714158642617468,1,0.0
mp-1016282_Mg,Mg7-149Mn,Mg,Mg7Mn,Mg149Mn,20.155559368503663,0.009480604683098526,2070.410115625845,3701.924922528767,19.628739838136944,35.09648675700538,0.875,0.9933333333333333,0.1250702391306988,0.0,1,0.0
mp-1016331_Mg,Mg7-149Nb,Mg,Mg7Nb,Mg149Nb,18.88715293969217,0.013062771971830922,2049.246252325041,3682.524990506049,26.768836508251102,48.10398423154935,0.875,0.9933333333333333,0.16975165892617472,0.0,1,0.0
mp-1016281_Mg,Mg0-149Mo,Mg,Mo,Mg149Mo,199.4340265488417,0.009968125268456363,2148.510681922491,3880.899845671732,21.416623618019994,38.68529581598879,0.0,0.9933333333333333,0.870799439999999,0.0,1,0.0
mp-23_Mg,Mg0-2Ni,Mg,Ni,Mg2Ni,4.360558314477946,-0.03340151499999988,999.0915905875822,3082.8840014743087,-33.37117274938487,-102.97299621850378,0.0,0.6666666666666666,0.0,0.21769566111111072,1,0.0
mp-1016229_Mg,Mg2-3Ni,Mg,Mg2Ni,Mg3Ni,0.41040204684622017,-0.3460016325000001,407.2913453147959,1232.6062508314294,-140.92347038204065,-426.4837750173792,0.6666666666666666,0.75,0.0011598227777778192,0.17921031074262928,1,0.0
mp-1016317_Mg,Mg0-149Fe,Mg,Fe,Mg149Fe,267.323477606053,0.008849018624160987,2171.936774450326,3845.6186864063725,19.219508967611077,34.0299513774315,0.0,0.9933333333333333,0.4766866599999995,0.0,1,0.0
mp-1016301_Mg,Mg0-149Ni,Mg,Ni,Mg149Ni,293.1932178627025,0.013654673288590602,2170.2557113934736,3871.1679084670427,29.63413269177566,52.85953303539408,0.0,0.9933333333333333,0.40991080000000046,0.0,1,0.0
mp-8632_Mg,Mg0-7V,Mg,V,Mg7V,10.91737907269253,-0.08432556714285733,1697.2438772782025,3754.3622075425696,-143.12105253122655,-316.58872241073703,0.0,0.875,0.24714039999999926,0.19473901325503373,1,0.0
mp-1016298_Mg,Mg7-149V,Mg,Mg7V,Mg149V,18.70968916348668,0.014197351901408473,2072.6632791192715,3697.5142943047767,29.426329946783508,52.494911596732926,0.875,0.9933333333333333,0.17382108575503352,0.0,1,0.0
mp-6985_Mg,Mg0-7Ti,Mg,Ti,Mg7Ti,9.089811823976078,-0.04422121357142882,1721.180246213771,3560.274652959123,-76.11267926274361,-157.43966580145002,0.0,0.875,0.06196251666666619,0.1030837066834458,1,0.0
mp-1094341_Mg,Mg0.5-1Ti,Mg,MgTi2,MgTi,0.4079670781165514,-0.04186387749999987,371.3556662606536,1127.9619288193212,-15.546388121266837,-47.22086001275564,0.3333333333333333,0.5,0.2296892961968675,0.19832784471196963,1,0.0
mp-1023608_Mg,Mg1-15Ti,Mg,MgTi,Mg15Ti,8.38065533299774,-0.011658884642857137,1819.5078873397688,3481.813843264619,-21.213432565263062,-40.594065946525255,0.5,0.9375,0.22540126596196952,0.06652947472035797,1,0.0
mp-1016265_Mg,Mg5-149Ti,Mg,Mg5Ti,Mg149Ti,25.03600538918684,0.014052085694444395,2103.6168551120213,3754.5504535820287,29.560204316311744,52.75926471784974,0.8333333333333334,0.9933333333333333,0.18212246715883706,0.0,2,0.03538525873239451
mp-30234_Cs,Cs0-2WCl6,Cs,WCl6,Cs2WCl6,0.3001340053771435,3.3404011179310324,80.92614551076964,299.322365643343,270.32578693402434,999.8567648167842,0.0,0.2222222222222222,0.0,0.0,1,0.0
mp-610706_Cs,Cs2-3CoF6,Cs,Cs2CoF6,Cs3CoF6,0.1814692045437003,4.366976767931042,46.885246932702096,203.2255182855464,204.74678411382018,887.4811170037262,0.2222222222222222,0.3,0.0,0.0,1,0.0
mp-1238886_Cs,Cs0-0.5CrS2,Cs,CrS2,Cs(CrS2)2,0.6372492152629596,0.14758777293103897,73.39701360743658,256.46104935695007,10.832501778110727,37.850515118149524,0.0,0.14285714285714285,0.029461006666667622,0.3790473203571416,1,0.0
mp-559450_Cs,Cs0-0.5FeF3,Cs,FeF3,CsFe2F6,0.043202815493447844,3.5460914329310347,74.74215607867517,296.3893146696316,265.04251934938424,1051.023609562281,0.0,0.1111111111111111,0.011152016874999227,0.044705688333332994,1,0.0
mp-505149_Cs,Cs0.75-1Cr5Se8,Cs,Cs3(Cr5Se8)4,CsCr5Se8,0.006672326014831809,1.6879113979310523,6.539715939140386,35.11147894889993,11.038461072906433,59.265065516064396,0.05454545454545454,0.07142857142857142,0.0,0.0,1,0.0
mp-558110_Cs,Cs0-1TiS2,Cs,TiS2,CsTiS2,0.10709330753673463,1.0948358979310333,109.43737368667762,463.7144285960572,119.81596528746772,507.6912028155403,0.0,0.25,0.0095215099999999,0.176637141875001,1,0.0
mp-7564_Cs,Cs0-0.5Nb3Te4,Cs,Nb3Te4,Cs(Nb3Te4)2,0.04152622622091329,0.9598099279310396,15.662904667630913,114.64249302905728,15.033411400229571,110.03500297205417,0.0,0.06666666666666667,0.0,0.00823181566666431,1,0.0
mp-558694_Cs,Cs0-1FeF3,Cs,FeF3,CsFeF3,0.34037065415146417,1.6870180079310364,109.06186901437482,555.1893587564043,183.98933700586625,936.6144460337387,0.0,0.2,0.011088768749999645,0.3133678172500103,1,0.0
mp-799_Cs,Cs0-0.5V3S4,Cs,V3S4,Cs(V3S4)2,0.06252422927186241,0.8756721479310337,38.55915157304588,179.9543470140465,33.765175080367385,157.58100957931669,0.0,0.06666666666666667,0.0,0.02219626344444947,1,0.0
mp-557324_Cs,Cs0-2CrF6,Cs,CrF6,Cs2CrF6,0.6664420872859762,5.872961312931035,124.13914357874198,462.9742971620898,729.0643876583428,2719.0301361143897,0.0,0.2222222222222222,0.0,3.3443261203703702,1,0.0
mp-12627_Cs,Cs0-0.5Nb3S4,Cs,Nb3S4,Cs(Nb3S4)2,0.03835591816009831,1.4088478879310378,28.30553145338388,155.3473333255851,39.87818820486544,218.8607624514695,0.0,0.06666666666666667,0.0,0.0,1,0.0
mp-1096944_Cs,Cs0-1NbO3,Cs,NbO3,CsNbO3,0.14144851366294908,3.0510952479310367,97.88348863401849,613.3560104644597,298.65184702216544,1871.4076088180523,0.0,0.2,0.18861530660714365,0.2512933467500007,1,0.0
mp-10033_Cs,Cs0-0.5NbS2,Cs,NbS2,Cs(NbS2)2,0.37630171634653364,2.3258578479310392,59.96149349525797,249.2243490811805,139.4619102196117,579.6604082059686,0.0,0.14285714285714285,0.0,0.0,1,0.0
mp-9227_Cs,Cs0-0.5Ti3Se4,Cs,Ti3Se4,Cs(Ti3Se4)2,0.03291176026603515,1.2606873879310347,25.48184150414458,141.27155702147937,32.12463620553266,178.09927021035907,0.0,0.06666666666666667,0.0,0.0,1,0.0
mp-561682_Cs,Cs0.11-0.33MoS,Cs,Cs(MoS)9,Cs(MoS)3,0.0402652435188231,2.4054920154310517,34.565577800674475,169.31421182770734,83.14722140828326,407.28398465055176,0.05263157894736842,0.14285714285714285,0.05984249131578956,0.0,1,0.0
mp-32662_Cs,Cs0-0.33WO3,Cs,WO3,Cs(WO3)3,0.013440556846891383,3.0263012179310413,32.35252585194442,232.23205903550885,97.9084883888849,702.804163101794,0.0,0.07692307692307693,0.0038569575000000356,0.0,1,0.0
mp-867522_Cs,Cs0-0.17TiO2,Cs,TiO2,CsTi6O12,0.016350887218701038,2.3618311279310467,43.786097231900015,183.76103277775636,103.4153674129169,434.01252731526233,0.0,0.05263157894736842,0.061043894166667556,0.0,2,0.9377371599999829
mp-3747_Al,Al0-1Ti3C2,Al,Ti3C2,Ti3AlC2,0.2431198281650384,0.38945833000000124,413.1696614905598,1738.5614320732348,160.91236637077924,677.0972319376526,0.0,0.16666666666666666,0.04971524400000149,0.0,1,0.0
mp-1112_Al,Al0-2CeCo2,Al,CeCo2,Ce(Al10Co)2,7.456846752401267,0.053297254166666676,2016.1262944678356,7150.398263463074,107.4539955483521,381.09659364068347,0.0,0.8695652173913043,0.0,0.05883643188405685,1,0.0
mp-1221647_Al,Al0-24MnCr,Al,MnCr,MnAl24Cr,17.497218012250638,0.03224066277777782,2557.62687673099,7619.191250731582,82.45958564406496,245.64777575423213,0.0,0.9230769230769231,0.0668575410344836,0.0,1,0.0
mp-1045348_Al,Al0-0.5CoS2,Al,CoS2,Al(CoS2)2,0.10574975261368369,0.7866784699999982,294.40537976418045,1197.094278089556,231.60237371265393,941.7282951332443,0.0,0.14285714285714285,0.09849998916666713,0.1043412358630933,1,0.0
mp-1048148_Al,Al0.33-0.67CuO2,Al,Al(CuO2)3,Al2(CuO2)3,0.06305433049830311,3.6268189666666637,236.0688167660088,1068.1055520472028,856.1788620855181,3873.8254745667623,0.1,0.18181818181818182,0.6383012031875008,0.31611224954544603,1,0.0
mp-504100_Al,Al0-0.5CuO2,Al,CuO2,Al(CuO2)2,0.00018771763919622764,2.852080401666665,368.70740416307285,1904.3203046041347,1051.5831613628902,5431.274619257347,0.0,0.14285714285714285,0.17486215687500017,0.12315380294641898,1,0.0
mp-631551_Al,Al1-2MnTc,Al,MnAlTc,MnAl2Tc,0.13283198683119735,0.8743090899999995,388.61289190287283,2385.906953245905,339.7677838818689,2086.0201371170983,0.3333333333333333,0.5,0.7501824120114939,0.01932262607143098,1,0.0
mvc-11882_Al,Al0.33-0.67CuO2,Al,Al(CuO2)3,Al2(CuO2)3,0.07261650423770205,3.6069589000000044,236.0688167660088,1071.629276493236,851.4905196466258,3865.3227563478426,0.1,0.18181818181818182,0.6299556096875012,0.31394172818180976,1,0.0
mp-4979_Al,Al0.67-1CuS2,Al,Al2(CuS2)3,AlCuS2,0.03799325565357492,1.3964324566666648,173.29566594669635,595.4427884518274,241.99569252763087,831.4956358822345,0.18181818181818182,0.25,0.11322909772727296,0.0,1,0.0
mp-34728_Al,Al1.67-2CuO4,Al,Al5(CuO4)3,Al2CuO4,0.001937587896839954,3.050088840000004,147.66113048189217,657.4575024415287,450.37956618460373,2005.303790971182,0.25,0.2857142857142857,0.1210497855937378,0.05930518119047168,1,0.0
mp-1257684_Al,Al0.33-0.67CuSe2,Al,Al(CuSe2)3,Al2(CuSe2)3,0.13736409878210565,1.1332984600000013,111.92761688799872,528.1582732453917,126.8473958506391,598.5609577052624,0.1,0.18181818181818182,0.20169851099999736,0.07903871227272408,1,0.0
mp-1045438_Al,Al0-0.5FeS2,Al,FeS2,Al(FeS2)2,0.15311436174268978,0.5827683000000002,301.2174726815578,1143.8837344728627,175.53999448492794,666.6191793364019,0.0,0.14285714285714285,0.2506398783333337,0.22980712047618645,1,0.0
mp-1045487_Al,Al0-0.5MnS2,Al,MnS2,Mn2AlS4,0.1189374903954783,0.46687689166666735,303.27837443583593,1084.928274556902,141.59366476632275,506.527940506407,0.0,0.14285714285714285,0.011561333333332868,0.07201904857142782,1,0.0
mp-1045491_Al,Al0-0.5NiS2,Al,NiS2,Al(NiS2)2,0.06780851595920279,0.5683177883333338,294.9232785153013,1178.6417797067315,167.61014537383187,669.8430894801941,0.0,0.14285714285714285,0.04376447166666697,0.19036919416666365,1,0.0
mp-3861_Al,Al0-0.25MoS2,Al,MoS2,Al(MoS2)4,0.07047743297813658,1.2103568433333318,120.49914281705863,564.0355815064759,145.8469621244274,682.6843259598584,0.0,0.07692307692307693,0.2675430358333335,0.0252779662820517,1,0.0
mp-37405_Al,Al4.33-5CuSe8,Al,Al13(CuSe8)3,Al5CuSe8,0.02363628267897,1.196037241666667,64.5714813682762,296.78296046592476,77.22989646604364,354.9634734093321,0.325,0.35714285714285715,0.0877567376250008,0.019969482499995195,1,0.0
mp-1103718_Al,Al0-0.25VS2,Al,VS2,Al(VS2)4,0.1113480787887362,1.1285195666666656,165.01087609305333,582.8969071436509,186.2180023838194,657.8105650610926,0.0,0.07692307692307693,0.08818589750000072,0.0,1,0.0
mp-510321_Al,Al0-1Zr5Sn3,Al,Zr5Sn3,Zr5AlSn3,0.06462329796614252,0.2969728766666672,95.80722332030298,681.4151926872721,28.452146714876182,202.36182997671054,0.0,0.1111111111111111,0.0,0.0,1,0.0
mp-2649_Al,Al0-1Zr5Sb3,Al,Zr5Sb3,Zr5AlSb3,0.06079983710294412,0.3568585166666646,94.77391925427226,690.600977112563,33.82088024376584,246.44684030093845,0.0,0.1111111111111111,0.008628325312499463,0.0,1,0.0
mp-25428_Al,Al0-0.5NiO2,Al,NiO2,Al(NiO2)2,0.10380300277024479,3.1126618366666676,385.88093608929074,1931.7753370134617,1201.1168632623446,6012.963368535692,0.0,0.14285714285714285,0.14018800527777664,0.013075619285714879,1,0.0
mp-35267_Al,Al4.33-5CuS8,Al,Al13(CuS8)3,Al5CuS8,0.017515137905388833,1.661683343333331,117.81552013981566,355.20422379238937,195.77208740248426,590.2369421574582,0.325,0.35714285714285715,0.09795810666666682,0.0,2,0.015973426666654245
mp-1042019_Al,Al0-0.5NiO2,Al,NiO2,Al(NiO2)2,0.10500207732447375,3.542889736666666,385.88093608929074,1946.115210339919,1367.133608046074,6894.8716050841895,0.0,0.14285714285714285,0.4596936786111092,0.10255423928571439,1,0.0
mp-1389151_Al,Al0-1MoO3,Al,MoO3,AlMoO3,0.019820138534113907,2.1250424300000006,470.422223288444,2334.636386490377,999.667184502878,4961.201379913931,0.0,0.2,0.9648742303124997,0.580165983625001,1,0.0
mp-1383064_Al,Al0-1CrO3,Al,CrO3,AlCrO3,0.10689504359858426,1.0495078633333346,633.2263233904066,2446.745239660366,664.5760056678888,2567.8783685969584,0.0,0.2,0.4022430707500009,1.3427578774999986,1,0.0
mp-1385937_Al,Al0-1CrO3,Al,CrO3,AlCrO3,0.052238171188229154,3.3744669333333355,633.2263233904066,2597.4285113483897,2136.8012895971683,8764.93662324237,0.0,0.2,0.9361538007500014,0.37491101949999894,1,0.0
mp-756851_Al,Al0-0.5CrO2,Al,CrO2,AlCr2O4,0.030939319195816495,2.1336719533333337,412.3910930367469,1764.9832125564103,879.9073090169843,3765.8951787357787,0.0,0.14285714285714285,0.19138678583331803,0.12689422511904702,1,0.0
mp-1345463_Al,Al0-1CrO3,Al,CrO3,AlCrO3,0.018873665798643247,2.727672965833333,633.2263233904066,2795.822692763278,1727.2343235660476,7626.089976313746,0.0,0.2,0.20277637700000017,0.1762854609999991,1,0.0
mp-753184_Al,Al0-0.5CoO2,Al,CoO2,Al(CoO2)2,0.1281745841798998,3.159547659999999,384.99480441398197,1900.5862197124038,1216.409433398354,6004.99274312057,0.0,0.14285714285714285,0.25381203000000063,0.031937336071377054,1,0.0
mp-1042107_Al,Al0-1W3O8,Al,W3O8,AlW3O8,0.043540474467091306,1.662394503333334,113.80723935884237,973.6551926930781,189.1925291496806,1618.5990404749311,0.0,0.08333333333333333,0.08773611125874048,0.0573096370833337,1,0.0
mp-1386422_Al,Al0-1WO3,Al,WO3,AlWO3,0.0014475775502356125,1.8719669300000017,310.6580814547337,2223.9619425189335,581.5416550205083,4163.183209974008,0.0,0.2,1.2228227462500012,0.7367943722499959,1,0.0
